ano,mes,Precio_leche_shift3_mean,Coquimbo_shift3_mean,Valparaiso_shift3_mean,Metropolitana_de_Santiago_shift3_mean,Libertador_Gral__Bernardo_O_Higgins_shift3_mean,Maule_shift3_mean,Biobio_shift3_mean,La_Araucania_shift3_mean,Los_Rios_shift3_mean,PIB_Agropecuario_silvicola_shift3_mean,PIB_Pesca_shift3_mean,PIB_Mineria_shift3_mean,PIB_Mineria_del_cobre_shift3_mean,PIB_Otras_actividades_mineras_shift3_mean,PIB_Industria_Manufacturera_shift3_mean,PIB_Alimentos_shift3_mean,PIB_Bebidas_y_tabaco_shift3_mean,PIB_Textil_shift3_mean,PIB_Maderas_y_muebles_shift3_mean,PIB_Celulosa_shift3_mean,PIB_Refinacion_de_petroleo_shift3_mean,PIB_Quimica_shift3_mean,PIB_Minerales_no_metalicos_y_metalica_basica_shift3_mean,PIB_Productos_metalicos_shift3_mean,PIB_Electricidad_shift3_mean,PIB_Construccion_shift3_mean,PIB_Comercio_shift3_mean,PIB_Restaurantes_y_hoteles_shift3_mean,PIB_Transporte_shift3_mean,PIB_Comunicaciones_shift3_mean,PIB_Servicios_financieros_shift3_mean,PIB_Servicios_empresariales_shift3_mean,PIB_Servicios_de_vivienda_shift3_mean,PIB_Servicios_personales_shift3_mean,PIB_Administracion_publica_shift3_mean,PIB_a_costo_de_factores_shift3_mean,PIB_shift3_mean,Imacec_empalmado_shift3_mean,Imacec_produccion_de_bienes_shift3_mean,Imacec_minero_shift3_mean,Imacec_industria_shift3_mean,Imacec_resto_de_bienes_shift3_mean,Imacec_comercio_shift3_mean,Imacec_servicios_shift3_mean,Imacec_a_costo_de_factores_shift3_mean,Imacec_no_minero_shift3_mean,num_shift3_mean,Precio_leche_shift3_std,Coquimbo_shift3_std,Valparaiso_shift3_std,Metropolitana_de_Santiago_shift3_std,Libertador_Gral__Bernardo_O_Higgins_shift3_std,Maule_shift3_std,Biobio_shift3_std,La_Araucania_shift3_std,Los_Rios_shift3_std,PIB_Agropecuario_silvicola_shift3_std,PIB_Pesca_shift3_std,PIB_Mineria_shift3_std,PIB_Mineria_del_cobre_shift3_std,PIB_Otras_actividades_mineras_shift3_std,PIB_Industria_Manufacturera_shift3_std,PIB_Alimentos_shift3_std,PIB_Bebidas_y_tabaco_shift3_std,PIB_Textil_shift3_std,PIB_Maderas_y_muebles_shift3_std,PIB_Celulosa_shift3_std,PIB_Refinacion_de_petroleo_shift3_std,PIB_Quimica_shift3_std,PIB_Minerales_no_metalicos_y_metalica_basica_shift3_std,PIB_Productos_metalicos_shift3_std,PIB_Electricidad_shift3_std,PIB_Construccion_shift3_std,PIB_Comercio_shift3_std,PIB_Restaurantes_y_hoteles_shift3_std,PIB_Transporte_shift3_std,PIB_Comunicaciones_shift3_std,PIB_Servicios_financieros_shift3_std,PIB_Servicios_empresariales_shift3_std,PIB_Servicios_de_vivienda_shift3_std,PIB_Servicios_personales_shift3_std,PIB_Administracion_publica_shift3_std,PIB_a_costo_de_factores_shift3_std,PIB_shift3_std,Imacec_empalmado_shift3_std,Imacec_produccion_de_bienes_shift3_std,Imacec_minero_shift3_std,Imacec_industria_shift3_std,Imacec_resto_de_bienes_shift3_std,Imacec_comercio_shift3_std,Imacec_servicios_shift3_std,Imacec_a_costo_de_factores_shift3_std,Imacec_no_minero_shift3_std,num_shift3_std,Precio_leche_mes_anterior,Coquimbo_mes_anterior,Valparaiso_mes_anterior,Metropolitana_de_Santiago_mes_anterior,Libertador_Gral__Bernardo_O_Higgins_mes_anterior,Maule_mes_anterior,Biobio_mes_anterior,La_Araucania_mes_anterior,Los_Rios_mes_anterior,PIB_Agropecuario_silvicola_mes_anterior,PIB_Pesca_mes_anterior,PIB_Mineria_mes_anterior,PIB_Mineria_del_cobre_mes_anterior,PIB_Otras_actividades_mineras_mes_anterior,PIB_Industria_Manufacturera_mes_anterior,PIB_Alimentos_mes_anterior,PIB_Bebidas_y_tabaco_mes_anterior,PIB_Textil_mes_anterior,PIB_Maderas_y_muebles_mes_anterior,PIB_Celulosa_mes_anterior,PIB_Refinacion_de_petroleo_mes_anterior,PIB_Quimica_mes_anterior,PIB_Minerales_no_metalicos_y_metalica_basica_mes_anterior,PIB_Productos_metalicos_mes_anterior,PIB_Electricidad_mes_anterior,PIB_Construccion_mes_anterior,PIB_Comercio_mes_anterior,PIB_Restaurantes_y_hoteles_mes_anterior,PIB_Transporte_mes_anterior,PIB_Comunicaciones_mes_anterior,PIB_Servicios_financieros_mes_anterior,PIB_Servicios_empresariales_mes_anterior,PIB_Servicios_de_vivienda_mes_anterior,PIB_Servicios_personales_mes_anterior,PIB_Administracion_publica_mes_anterior,PIB_a_costo_de_factores_mes_anterior,PIB_mes_anterior,Imacec_empalmado_mes_anterior,Imacec_produccion_de_bienes_mes_anterior,Imacec_minero_mes_anterior,Imacec_industria_mes_anterior,Imacec_resto_de_bienes_mes_anterior,Imacec_comercio_mes_anterior,Imacec_servicios_mes_anterior,Imacec_a_costo_de_factores_mes_anterior,Imacec_no_minero_mes_anterior,num_mes_anterior
2014,3,216.025,2.606764709035825,5.38431006275698,12.540671131197007,6.049968993279705,5.423727123880335,27.93509973585605,69.932688495174,97.72047802952201,322110846.0,489862625.5,121193955.0,109289184.5,119047706.5,121619855.0,325338734.0,155567127.0,148192951.5,335819149.0,548225101.5,547461285.0,183027102.5,322258582.5,192699525.0,293008023.5,628615734.5,58668057.5,120845496.5,534817006.0,347186845.5,603198280.0,121567621.0,457625293.0,738580012.5,522832084.5,544089589.0,109825090.0,95.55,99.87,95.95,95.15,107.46199999999999,102.70949999999999,91.3255,95.6985,95.45,93.55,4.249711754931145,1.2981186460922711,4.250480851200242,7.442156490029871,1.7609918868096202,3.4051368317349446,8.130176463097005,37.865961175931794,45.95128843582665,377667881.43634987,57651161.867793374,3132279.393903424,2267068.4861910325,8652115.441084944,6074614.350030955,2134830.325720993,6455241.445062299,174536369.5889103,392203646.4346046,618065657.3065751,622656647.7854848,19766592.361829706,446132369.1036349,15125565.592869578,23026380.078943815,10177435.277772319,67740548.91627912,140467468.48238206,6069410.044121422,25119220.989784386,323171.8406328126,7219121.829710315,525861299.7262459,68616946.96037666,497813.7805570472,624184046.5161089,3291245.4835955338,2.899137802864841,2.3617366491630714,2.4748737341529163,4.737615433949871,0.011313708498988538,0.7558971490884212,3.5715963517732527,2.8121636687789024,2.899137802864841,1.0606601717798212,219.03,1.68885621159928,8.38985389594424,17.803070451948603,7.295178298057281,3.0159317792924796,22.1861968265569,43.1574105715261,65.22801037229,589162366.0,530628153.0,118979099.0,107686125.0,112929737.0,117324454.0,326848287.0,151002582.0,24777101.0,58489291.0,985263519.0,987746023.0,169050011.0,637721806.0,182004135.0,276725914.0,621419201.0,106567859.0,21519997.0,530525285.0,329424874.0,602969763.0,116462931.0,829465384.0,690060504.0,523184092.0,985454361.0,107497828.0,93.5,98.2,94.2,91.8,107.454,102.175,88.8,93.71,93.4,92.8
2014,4,219.83333333333334,2.4835773442484332,5.283571426622626,10.16147650443162,9.041715777126305,14.042490309560955,44.90819591812207,89.32615888672568,122.55480188259668,232528450.0,362244351.6666667,123402597.66666667,111326331.33333333,120762665.33333333,125851325.0,349309201.3333333,155905260.33333334,195940892.33333334,444894045.3333333,399567343.6666667,403486502.3333333,187820811.33333334,467291587.3333333,196109741.66666666,292309220.0,655763771.3333334,79920386.0,150985438.66666666,543816657.6666666,346331582.3333333,600730164.0,120355975.66666667,580218861.6666666,539920023.6666666,523624209.3333333,399915212.0,113769919.0,98.995,102.34933333333333,97.72833333333334,98.48899999999999,109.81333333333333,107.59633333333333,95.24366666666667,99.16433333333333,99.11766666666666,96.22766666666666,7.248464205149473,0.9423807034293524,3.0106043499006305,6.683902140750918,5.329370757291526,15.12106857910345,29.95509750773494,42.95620548154318,53.90724791875809,308855194.79784185,224768991.8137113,4420395.275062778,3875525.954269992,6800941.273310212,8495085.92266735,41545501.11377898,4601964.092684593,148563352.53388992,335564970.1155983,507247439.8782179,506000854.3940122,16257245.152106993,403262647.48172253,12218023.587836673,16327034.904257018,47569294.782755524,60410060.28597504,112208748.28797679,16167871.211320598,17823637.586631477,4281005.698157501,5519249.336410281,428196920.24835306,347493188.7028319,1416437.2682213404,507111047.9102446,7218114.430678347,6.309245200497445,4.60762209098504,3.5425849789854458,6.683506789104054,4.072636656188888,8.481103131865185,7.241149103100508,6.3237753228062585,6.675165640891117,4.698105611130228,227.45,2.23720261467365,5.0820941543539195,5.403087250900849,15.025209344819501,31.2800166809222,78.8543882826541,128.113099669829,172.223449588746,53363658.0,107007804.0,127819883.0,115400625.0,124192583.0,134314265.0,397250136.0,156581527.0,291436774.0,663043838.0,102251828.0,115536937.0,197408229.0,757357597.0,202930175.0,290911613.0,710059845.0,122425043.0,211265323.0,561815961.0,344621056.0,595793932.0,117932685.0,825405999.0,142600046.0,525208459.0,111566458.0,121659577.0,105.885,107.308,101.285,105.167,114.516,117.37,103.08,106.096,106.453,101.583
2014,5,226.3166666666667,1.6269520694787634,5.17226731439234,11.60621924066635,13.289984496028294,27.88098173914969,64.13088434459047,93.14927896469136,128.26925507626802,322544804.3333333,524268367.3333333,123277454.66666667,111184260.33333333,120931943.0,128112721.33333333,365275390.0,158330421.66666666,209634026.33333334,465815256.0,690597324.3333334,401405316.3333333,189048713.0,710263358.3333334,200104717.33333334,283337494.6666667,691383663.6666666,113372001.66666667,150311895.66666666,546858920.6666666,343005288.6666667,595286284.3333334,119547041.33333333,828130429.6666666,326846160.3333333,523930596.0,369305218.3333333,115884818.66666667,100.83933333333334,102.07266666666665,97.62833333333334,100.29,107.55933333333333,108.69599999999998,99.00600000000001,101.13733333333333,101.22733333333333,96.89433333333334,6.791298354021352,0.643439886237402,3.1734609905934565,6.19999398650518,5.342880304544292,23.35180880358333,36.858724982655616,44.42689433808198,55.99323724379769,267908553.14523777,414117298.4035127,4425442.806502456,3907079.1640233416,6969559.60618718,9377736.66455293,35641685.82988587,8340952.37048446,160443036.47098994,352813311.5858588,509522384.96579874,507838445.81231856,17396842.244810637,63748372.14930439,16866293.686137933,7141664.588838119,62746767.19783295,8164296.051232188,111590169.0533005,15690693.489073718,12848952.338714674,7949468.572905382,4134819.9438986857,2359583.6508265603,314563918.1492751,1111877.7935695092,535969699.12083554,7433478.459458555,6.503286579363799,4.704419340719252,3.54801470308866,7.379667946459383,6.904602619509204,7.822951041646632,8.898351982249304,6.551639896494117,6.904469880688402,4.421560395757738,232.47,0.9547973821633591,2.0448538928788604,11.6125000191496,17.5495658452081,49.3469967572344,91.35206792456042,108.177326652719,147.356305267768,325108389.0,935169145.0,123033382.0,110466031.0,125673509.0,132699445.0,371727747.0,167407156.0,312688204.0,675912639.0,984276626.0,100932989.0,200687899.0,735710672.0,215379842.0,282374957.0,742671945.0,111123103.0,218150367.0,548235516.0,354969936.0,587095158.0,124245508.0,829519906.0,147877931.0,523399237.0,10894836.0,118497051.0,103.133,100.71,97.4,103.903,100.708,106.543,105.138,103.606,103.829,96.3
2014,6,234.73666666666668,1.8923137248430837,9.786650424947126,25.666577130152955,55.650020570744864,85.05595959310585,122.23852184393716,162.420634622954,224.37076662738835,215366173.66666666,598947102.0,128456400.66666667,79340300.0,126533686.33333333,132877268.0,378399763.0,163478307.0,305094428.0,679716884.6666666,397056933.6666667,108455023.66666667,196100298.0,522095026.0,207909665.33333334,291435770.6666667,726655224.6666666,113702576.33333333,213788251.0,388302533.3333333,353347119.0,413988714.3333333,122390524.0,828730927.0,147060497.33333334,366999671.0,77260977.33333333,119746521.0,104.22033333333336,103.17633333333332,101.75866666666668,104.04199999999999,103.608,109.01299999999998,104.70200000000001,104.55433333333333,104.52033333333334,99.22766666666666,8.645792811149995,0.8213076576382952,10.885310315637335,29.88161231977997,68.18976256214415,78.0209280246217,64.62304637394998,77.33238389106864,112.54629032501039,143211919.71956536,435486738.3862347,5767680.06974991,58237119.99328746,2869570.3309815107,1356853.079668908,16555433.231462624,5992079.908260628,11852585.437801661,18865077.14728482,508548575.7951872,7311915.233898161,5362558.344623674,388890585.65785986,6587958.022863562,9333937.031671058,16313748.850908902,7761168.549962917,3793140.7955663865,288852883.9127953,8038464.226205663,307393286.65419126,3878669.123630037,3009042.3225894757,4113113.274392525,272460328.5361069,57485722.93026393,1682454.2964716754,1.464022313126851,3.60047251528649,4.613771812013794,1.0623422235796007,9.785768441977364,7.436300088081444,1.4538872033276515,1.3468698279096607,1.696179628852244,2.687600478741826,244.29,2.48494117769224,22.2330032276086,59.9841441204084,134.375286522207,174.540865341161,196.509109324597,250.97147754631402,353.532545025651,267626474.0,754664357.0,134515937.0,12154244.0,129734967.0,131618094.0,366221406.0,166446238.0,311158306.0,700194177.0,104642347.0,108895145.0,190204766.0,73216809.0,205418979.0,301020742.0,727233884.0,107559583.0,211949063.0,54856123.0,360450365.0,59077053.0,124993379.0,831266876.0,150703515.0,52391317.0,109321638.0,119082935.0,103.643,101.511,106.591,103.056,95.6,103.126,105.888,103.961,103.279,99.8
2014,7,240.0666666666667,18.0628758232501,43.38120131147415,62.81356257041167,112.8045477299997,165.76728795596912,216.01154040529346,242.1012110093973,306.7311973489637,270041435.3333333,808476693.0,129273636.66666667,79920963.0,128899415.0,129260370.66666667,358005660.6666667,163523083.33333334,217103916.0,480780310.0,396625423.0,387315129.6666667,193190906.33333334,491609178.3333333,205837479.0,292845591.3333333,722453719.3333334,76189752.33333333,214335348.33333334,380241421.3333333,359302802.6666667,411284685.0,124723531.0,833135756.6666666,149812903.0,367340856.3333333,75515510.0,117801321.0,102.52733333333335,99.4403333333333,102.40633333333335,101.18633333333332,95.26933333333334,101.4563333333333,105.63533333333335,102.89433333333334,102.53866666666666,96.90000000000002,6.59261961084764,28.31725487461621,55.04660900888592,52.67279797187331,86.51062370033137,112.29086084314015,135.46767757603078,129.71641330114684,141.8864427456703,53900063.64113913,110132320.88656496,5805962.62221609,58782568.36135772,2899862.833898873,5049205.619451869,19197168.840178553,5914778.0031410325,164233694.1439343,359212763.8816085,508924205.74259233,489149189.47886425,6537190.600997981,364015812.3401452,9340147.480541676,9532484.383124178,22984191.769631393,57447876.89626364,3338413.10032706,281841798.8925591,3888238.454361686,305020897.77489215,415126.9457995462,4829563.582186594,1677497.2704622569,272757979.53957,55983131.58332944,1737305.9563922528,1.5123710964354475,2.9204058507908406,4.650265834695157,3.994395114824448,5.611311908398311,6.095490327556376,0.430721874686214,1.5502768569947207,1.779980430604033,2.651414716712576,243.44,50.7488889098947,105.86574681393499,116.84404357167699,186.488790822584,273.41400176951197,360.173443966723,367.154828829159,419.304741753472,217389443.0,735596577.0,130271591.0,117142614.0,131289769.0,123463573.0,336067829.0,156715856.0,27465238.0,66234114.0,100957296.0,952117255.0,188680054.0,665900054.0,196713616.0,295141075.0,697455329.0,9886571.0,212906615.0,537632625.0,362488107.0,587681844.0,124931706.0,838620488.0,150857263.0,526232015.0,106330056.0,115823977.0,100.806,96.1,103.228,96.6,89.5,94.7,105.88,101.116,100.508,94.6
2014,8,242.04,20.266882360323645,53.30676410067014,80.91064315967647,144.37037719016868,216.98407933345732,301.20663569159495,322.5349758832884,396.28146445104335,222878728.33333334,730743579.3333334,130095653.66666667,80551818.0,130811034.66666667,126755798.66666667,345521632.3333333,156883129.33333334,200287836.33333334,496765135.6666667,102977233.66666667,389101575.6666667,132533765.33333333,480118013.6666667,202234453.0,294907231.0,712541692.3333334,367580015.6666667,213675333.66666666,381749467.0,360684824.6666667,411732911.0,87376600.0,839633872.6666666,137919172.33333334,368307523.6666667,105822887.0,115404586.66666667,100.41633333333336,97.43699999999997,103.07300000000002,99.21866666666665,90.86666666666667,97.43133333333331,103.5226666666667,100.62566666666667,100.09566666666666,97.06666666666668,3.189435686763318,26.520198112336903,45.76920381748099,31.259676230093657,38.116731776547944,50.898873136964895,90.9119218879516,62.6028178203616,37.05834836407634,42271265.08317048,26680379.84609552,4510826.039036457,59282314.42740903,933786.7251863971,4298010.266797921,17948911.88978854,9480578.815389797,151654175.32188678,373038634.0223118,1867973.6209529298,487587617.8152665,98571612.0394788,352829450.09244376,4799958.13075308,6233723.416204858,14893190.153526528,537180444.5490577,2213132.4606221234,283198959.22770435,1698234.8289412018,305409166.978097,65100769.36357705,8916981.991162648,22276413.357016224,273591462.50524443,3777954.0760142915,3904970.9917824403,3.4381015594850477,3.5969580203277274,3.5980048638099063,3.396151547462714,4.219399641339119,4.933090039045844,4.089951262953288,3.605592923963188,3.4082582550818,2.6102362600602578,238.39,7.56681699338399,31.8215422604668,65.903741786944,112.247054225715,202.99737088969897,346.93735378346497,349.478621274392,416.007106574007,183620268.0,701969804.0,125499433.0,112358596.0,131408368.0,125185729.0,334275662.0,147487294.0,262239965.0,723867116.0,103332058.0,106292327.0,18716476.0,701237178.0,204570764.0,288559876.0,712935864.0,985293893.0,216170323.0,552759653.0,359116002.0,588439836.0,12204715.0,849014254.0,112196739.0,526299239.0,101816967.0,111306848.0,96.8,94.7,99.4,98.0,87.5,94.468,98.8,96.8,96.5,96.8
2014,9,239.7966666666667,22.989860575204663,60.75495134408527,79.95111858978105,137.37828949526633,218.01049357312164,305.946697718708,306.7913785025567,364.8679029413793,183574312.0,646906869.0,126910626.0,113223301.33333333,136873246.33333334,123323538.66666667,325797747.6666667,106492987.0,104868787.33333333,492572787.6666667,398828666.6666667,677620375.3333334,132502526.0,698312018.3333334,200490346.33333334,300993601.3333333,707325323.3333334,659952368.6666666,216071949.66666666,549308132.3333334,360914722.0,587850517.0,86057947.33333333,846156450.3333334,136922960.33333334,527159520.3333333,104285466.0,79522039.33333333,99.03533333333337,94.56666666666665,100.54266666666668,96.49999999999999,87.60000000000002,94.52266666666667,103.33000000000004,99.13866666666667,98.836,96.7,3.1823942768508067,24.089525184568185,39.5843015563749,32.251633914907224,42.534841762155146,49.63026201351917,82.72583513165064,89.68107988550918,91.44640043851511,33838132.405044615,125623671.10824478,2923111.5499120113,3566465.5510353665,9568340.43257107,1936009.5645270795,16260949.288924944,79131039.97299795,136293467.5449441,369664731.6349836,513873115.7077896,494910607.30758804,98544207.42442898,31052887.470176682,3937367.5432699607,16174618.854300728,8574319.222271089,562973579.5059116,3117312.358817341,10389042.860070605,1697308.142155578,525685.5152655435,63988407.61009991,6589496.892676406,21471100.585893277,1548633.475252295,2286212.415914783,59008091.67644231,2.0430235763038924,1.604161255402079,2.3341510947951014,1.5524174696260271,1.852025917745008,0.15729378033842803,3.933433614540844,2.1805699560741885,2.0848712190444503,2.0518284528683273,237.56,10.6538758223353,44.577564957854,57.1055704107221,113.3990234375,177.620108060154,210.729295405936,203.740685404119,259.291860496659,149713225.0,503154226.0,124960854.0,110168694.0,147921602.0,121321314.0,307049752.0,15275811.0,24901159.0,687617133.0,992196646.0,974451544.0,190111048.0,727798823.0,200186659.0,319279853.0,711584777.0,984676642.0,219138911.0,557532119.0,361140057.0,587429871.0,121037421.0,850834609.0,147714879.0,528947307.0,104709375.0,11435293.0,99.5,92.9,99.0,94.9,85.8,94.4,105.31,99.5,99.5,98.7
2014,10,234.82333333333335,11.69463180679673,38.39957794990567,66.34135352631814,115.67463044947766,178.13388512495533,256.46742466493697,267.84071324918176,329.311736009123,165261817.33333334,417236330.3333333,126377146.33333333,112198721.66666667,97977415.66666667,121773818.66666667,308562732.0,105953940.33333333,104218769.0,472630712.0,398387733.3333333,395700196.3333333,133994893.33333333,478512738.0,199891833.66666666,306405550.6666667,694547783.3333334,977293807.6666666,219857228.33333334,553263980.0,362181128.3333333,586692583.3333334,84616063.0,852015992.0,129610021.0,529657065.0,102927880.0,78234580.0,97.90000000000003,93.16666666666663,100.11966666666667,95.3,85.16666666666669,93.68933333333332,102.03300000000006,97.83333333333333,97.62933333333332,96.5,5.474598919860047,4.73477308039467,6.387414028754977,9.46218161453603,4.972573029282533,24.610619709974422,78.35087255894905,74.43500130208805,79.6772940661478,17127269.75151059,336033832.6796497,2004834.9891784948,1954999.4399065694,72675525.69503099,3209670.8940295316,24990812.888617735,78621725.94620441,136850714.4494356,404167424.75131583,514256926.60669386,501213370.5878539,99845654.99131918,408988792.0583621,4833091.995454848,15951963.95048597,30686451.04377545,13325573.638780434,4093607.0568166818,4039655.741378541,3697275.229011664,2210138.6441201675,62710437.79922674,3735277.641221422,17769166.42073205,3763242.714859522,1558449.926577953,57850805.80682759,1.417744687875857,1.4189197769194453,1.6054159377971875,2.523885892824809,2.7061657993058166,1.2902485548657363,3.2552230338334485,1.4571661996263297,1.631619236627594,2.3643180835073836,228.52,16.863202604670903,38.7996266313962,76.0147483812883,121.37781368521799,153.78417642501302,211.73562480541,250.302833069034,312.636240956703,162451959.0,46584961.0,128671152.0,114068875.0,14602277.0,118814413.0,284362782.0,155098716.0,25515183.0,6407887.0,99634496.0,106356718.0,193157156.0,6502213.0,194918078.0,311376923.0,659122709.0,961910888.0,224262451.0,549500168.0,366287326.0,584208043.0,120606053.0,856199113.0,128918445.0,533724649.0,102257298.0,111961599.0,97.4,91.9,101.959,93.0,82.2,92.2,101.989,97.2,96.888,94.0
2014,11,229.99,10.126952070263181,28.88529221887713,47.50409395924735,81.84144183372663,115.5375069208312,155.75320256665253,182.59266048072132,245.32786849528736,186076195.33333334,402909850.3333333,130087580.0,114805594.66666667,109013022.0,124092943.0,310530379.0,112156270.0,124321756.33333333,486551372.6666667,398254227.6666667,670932918.0,199937262.33333334,494512121.0,204615788.66666666,321231678.0,715256788.0,682470637.3333334,222972305.0,565844641.3333334,371841879.3333333,584832625.0,84558960.33333333,855190779.6666666,143005155.0,533254159.0,105741599.0,81203231.66666667,100.50866666666671,96.0673333333333,103.07533333333333,97.12233333333332,89.00000000000001,94.39999999999999,104.91633333333338,100.517,100.18833333333333,97.99266666666666,6.95254629614214,7.0145712847824315,22.363360440335658,34.33351340411622,61.69828147427434,87.70125324145586,96.09421015835426,80.39802763479295,75.26821142219036,52339445.53329466,318271575.1453433,5962484.8857660005,5045760.554495328,82181983.0886267,7083426.649575119,28070225.180978853,84080872.53026628,171670040.04558277,417641942.08902526,514371864.3629034,489398048.05400145,14461919.238124516,422764868.0479042,12514599.465864249,10961777.872157538,58057242.834337406,503849029.61726934,3378423.9409857965,21727945.961277056,14311740.177261448,2348104.843916685,62809341.935077555,3949745.16891565,12420643.40572495,4091943.815904627,4099075.378691272,60561493.88191497,3.717099048092939,6.371656090321666,4.733283462178566,5.5761632269270445,8.84533775499835,2.1999999999999513,2.7517013524968936,3.9255785560857355,3.6929300471757096,3.690198007334207,223.89,2.86377778378334,3.27868506738118,9.39196308573158,10.7474883784619,15.2082362773266,44.79468748861171,93.73446296901079,164.0555040325,246063402.0,658990364.0,136630734.0,120179215.0,164515187.0,132143102.0,340178603.0,166094283.0,322548927.0,765629098.0,102931541.0,931990492.0,216543583.0,749235327.0,218742629.0,333038258.0,775062878.0,100824382.0,225515553.0,590501637.0,388098255.0,582859961.0,12033407.0,858538617.0,152382141.0,537090521.0,110258124.0,120212803.0,104.626,103.402,108.267,103.467,99.0,96.6,107.45,104.851,104.177,101.278
2014,12,224.10666666666665,6.778368190820433,16.059318179044958,33.65095639717509,53.07005677294066,63.712848050564105,89.7535681879934,128.40932970211654,184.76458684459627,231112298.66666666,433969906.6666667,132424651.33333333,116677341.0,113666271.66666667,125799327.33333333,316777689.3333333,162315997.66666666,216707622.66666666,505514340.0,100647754.66666667,607678072.6666666,203869776.66666666,504582905.0,208768860.66666666,325890595.6666667,757994160.6666666,388185259.6666667,157856274.33333334,399592364.0,265313606.66666666,587591457.6666666,88809364.0,867807543.6666666,144619654.0,536915432.0,108334623.33333333,118296998.33333333,102.94366666666672,99.5163333333333,104.93366666666667,98.48899999999999,95.68633333333334,95.46666666666665,106.95833333333339,103.00766666666665,102.71533333333333,98.12599999999999,4.3090872970192615,8.806242510664424,19.74413006610993,36.81693470901519,59.717583140134046,78.0811548563919,106.8491757545571,108.78295620702777,118.87775806246145,62539826.51693198,336944750.2331902,3999044.9058355587,3151618.1748030116,85802042.822457,6687434.685199575,28979139.563538507,6252651.057621959,165894163.5371212,432367880.99638766,1981995.6727056697,440359971.5951155,11815918.452280212,431372849.96210515,12376418.613377366,12569683.355941547,91538495.75585435,496861218.5732637,116105780.65478091,295867352.1971585,194087053.87428376,7059969.598414311,66815834.77905667,18118122.327087276,13597931.377235655,3106940.8276180592,5379962.703552644,5627628.685834114,4.923026542009848,6.596393433788897,3.1692581676684344,5.252176977216226,12.172606965368306,2.8728615235219808,4.74265266842653,5.140175515810071,5.251348810861191,3.735482298177842,219.91,0.608124184007056,6.099642838357481,15.546157724505301,27.0848682551421,22.146131449352698,12.730392269958598,41.190693068304604,77.6020155445858,284821535.0,596334395.0,131972068.0,115783933.0,161881351.0,126440467.0,325791683.0,165754994.0,302058758.0,744506035.0,99377227.0,784687008.0,201908591.0,758011175.0,212645875.0,333256606.0,839796895.0,101820509.0,23790819.0,58775287.0,41555239.0,595706369.0,133788632.0,888684901.0,152558376.0,539931126.0,112488448.0,122716593.0,106.805,103.247,104.575,99.0,105.859,97.6,111.436,106.972,107.081,99.1
